job_id,salary_in_usd
job_5973,150000
job_5974,101570
job_5975,247500
job_5976,172200
job_5977,198800
job_5978,122600
job_5979,173650
job_5980,113900
job_5981,185000
job_5982,126000
job_5983,139500
job_5984,110000
job_5985,160000
job_5986,130000
job_5987,280000
job_5988,200000
job_5989,123040
job_5990,73824
job_5991,248100
job_5992,145900
job_5993,220000
job_5994,175000
job_5995,175000
job_5996,150000
job_5997,145000
job_5998,130000
job_5999,115500
job_6000,73500
job_6001,150000
job_6002,135000
job_6003,150000
job_6004,85000
job_6005,210000
job_6006,170000
job_6007,160000
job_6008,108000
job_6009,115000
job_6010,110000
job_6011,220000
job_6012,185000
job_6013,182500
job_6014,135000
job_6015,208500
job_6016,165000
job_6017,35000
job_6018,146000
job_6019,94000
job_6020,225000
job_6021,156400
job_6022,300000
job_6023,91000
job_6024,86000
job_6025,205500
job_6026,132500
job_6027,115500
job_6028,73500
job_6029,180000
job_6030,204500
job_6031,142200
job_6032,97750
job_6033,75000
job_6034,252990
job_6035,162170
job_6036,216000
job_6037,184000
job_6038,170000
job_6039,120000
job_6040,133200
job_6041,84000
job_6042,75000
job_6043,67500
job_6044,86128
job_6045,61520
job_6046,300000
job_6047,160000
job_6048,142000
job_6049,128000
job_6050,160000
job_6051,140000
job_6052,265000
job_6053,153000
job_6054,143000
job_6055,126277
job_6056,230000
job_6057,153000
job_6058,224500
job_6059,126900
job_6060,115500
job_6061,73500
job_6062,145000
job_6063,115000
job_6064,227700
job_6065,154836
job_6066,140000
job_6067,126000
job_6068,165000
job_6069,127000
job_6070,209000
job_6071,112500
job_6072,140000
job_6073,110000
job_6074,185900
job_6075,129300
job_6076,370000
job_6077,300000
job_6078,136000
job_6079,104000
job_6080,214000
job_6081,154000
job_6082,205000
job_6083,157500
job_6084,255000
job_6085,178000
job_6086,155000
job_6087,109283
job_6088,189000
job_6089,137000
job_6090,120000
job_6091,110000
job_6092,204500
job_6093,142200
job_6094,100000
job_6095,75000
job_6096,181500
job_6097,112200
job_6098,49216
job_6099,43064
job_6100,170500
job_6101,118575
job_6102,130000
job_6103,100000
job_6104,24940
job_6105,172200
job_6106,131200
job_6107,154500
job_6108,131325
job_6109,110400
job_6110,68000
job_6111,115500
job_6112,73500
job_6113,140000
job_6114,100000
job_6115,192000
job_6116,138240
job_6117,225000
job_6118,190000
job_6119,207500
job_6120,172900
job_6121,135000
job_6122,70000
job_6123,254000
job_6124,185000
job_6125,162000
job_6126,111000
job_6127,225000
job_6128,156400
job_6129,147100
job_6130,90700
job_6131,90000
job_6132,70000
job_6133,168400
job_6134,105200
job_6135,237000
job_6136,170112
job_6137,25912
job_6138,134960
job_6139,155000
job_6140,130000
job_6141,105000
job_6142,70000
job_6143,140000
job_6144,120000
job_6145,115000
job_6146,85000
job_6147,260000
job_6148,234000
job_6149,204500
job_6150,142200
job_6151,330000
job_6152,204000
job_6153,180000
job_6154,165000
job_6155,185900
job_6156,167310
job_6157,94600
job_6158,86000
job_6159,297300
job_6160,198200
job_6161,167000
job_6162,150000
job_6163,121000
job_6164,101570
job_6165,175000
job_6166,125000
job_6167,325000
job_6168,171000
job_6169,180000
job_6170,137000
job_6171,265000
job_6172,172000
job_6173,155810
job_6174,106720
job_6175,160800
job_6176,132200
job_6177,133000
job_6178,113000
job_6179,105000
job_6180,75000
job_6181,208400
job_6182,139000
job_6183,157550
job_6184,104650
job_6185,240500
job_6186,123700
job_6187,205600
job_6188,105700
job_6189,78000
job_6190,121000
job_6191,78000
job_6192,85600
job_6193,48915
job_6194,78000
job_6195,68000
job_6196,53444
job_6197,45150
job_6198,275500
job_6199,206000
job_6200,202800
job_6201,104300
job_6202,56359
job_6203,47799
job_6204,154000
job_6205,102000
job_6206,140000
job_6207,100000
job_6208,91000
job_6209,86000
job_6210,228000
job_6211,136000
job_6212,180000
job_6213,140000
job_6214,175000
job_6215,155000
job_6216,207611
job_6217,127876
job_6218,111000
job_6219,104000
job_6220,128000
job_6221,81500
job_6222,61520
job_6223,43064
job_6224,97750
job_6225,75000
job_6226,238000
job_6227,176000
job_6228,192000
job_6229,92000
job_6230,195000
job_6231,125000
job_6232,204500
job_6233,142200
job_6234,132600
job_6235,81500
job_6236,202400
job_6237,147200
job_6238,175000
job_6239,135000
job_6240,238000
job_6241,176000
job_6242,239000
job_6243,136000
job_6244,54000
job_6245,36000
job_6246,176000
job_6247,118720
job_6248,204500
job_6249,138900
job_6250,140000
job_6251,95000
job_6252,240000
job_6253,157000
job_6254,165000
job_6255,136000
job_6256,230000
job_6257,196000
job_6258,272300
job_6259,222800
job_6260,167500
job_6261,106500
job_6262,172750
job_6263,82500
job_6264,165600
job_6265,65800
job_6266,192000
job_6267,164000
job_6268,145000
job_6269,130000
job_6270,226600
job_6271,140100
job_6272,185900
job_6273,129300
job_6274,331640
job_6275,267720
job_6276,281000
job_6277,181000
job_6278,207611
job_6279,127876
job_6280,225000
job_6281,168000
job_6282,280600
job_6283,158600
job_6284,200000
job_6285,140000
job_6286,283780
job_6287,218540
job_6288,178500
job_6289,100000
job_6290,323300
job_6291,184700
job_6292,248100
job_6293,145900
job_6294,123040
job_6295,104584
job_6296,185000
job_6297,137700
job_6298,205500
job_6299,132500
job_6300,65100
job_6301,44640
job_6302,181500
job_6303,112200
job_6304,192000
job_6305,164000
job_6306,161000
job_6307,123000
job_6308,247300
job_6309,139700
job_6310,145000
job_6311,106000
job_6312,200000
job_6313,160000
job_6314,204600
job_6315,126500
job_6316,278700
job_6317,159300
job_6318,180000
job_6319,140000
job_6320,238000
job_6321,176000
job_6322,125000
job_6323,65000
job_6324,230000
job_6325,175000
job_6326,130000
job_6327,100000
job_6328,252990
job_6329,162170
job_6330,183000
job_6331,122000
job_6332,253000
job_6333,172040
job_6334,310270
job_6335,239080
job_6336,85000
job_6337,70000
job_6338,135000
job_6339,125000
job_6340,253000
job_6341,172040
job_6342,135000
job_6343,108000
job_6344,225500
job_6345,139400
job_6346,129562
job_6347,50000
job_6348,227850
job_6349,180500
job_6350,90000
job_6351,70000
job_6352,199000
job_6353,159000
job_6354,350000
job_6355,80000
job_6356,240000
job_6357,160000
job_6358,145000
job_6359,115000
job_6360,107500
job_6361,96750
job_6362,174000
job_6363,104000
job_6364,275300
job_6365,183500
job_6366,250000
job_6367,225000
job_6368,174350
job_6369,126800
job_6370,284050
job_6371,193800
job_6372,300000
job_6373,200000
job_6374,232989
job_6375,140000
job_6376,85000
job_6377,204500
job_6378,142200
job_6379,147100
job_6380,90700
job_6381,140000
job_6382,95000
job_6383,204500
job_6384,138900
job_6385,168400
job_6386,105200
job_6387,205500
job_6388,132500
job_6389,147100
job_6390,90700
job_6391,247500
job_6392,172200
job_6393,192000
job_6394,138240
job_6395,168400
job_6396,105200
job_6397,150550
job_6398,116710
job_6399,180000
job_6400,162000
job_6401,226600
job_6402,140100
job_6403,147100
job_6404,90700
job_6405,175000
job_6406,120000
job_6407,147100
job_6408,90700
job_6409,168400
job_6410,105200
job_6411,125000
job_6412,100000
job_6413,198800
job_6414,105200
job_6415,115500
job_6416,73500
job_6417,150600
job_6418,120500
job_6419,183000
job_6420,140000
job_6421,167500
job_6422,106500
job_6423,175000
job_6424,125000
job_6425,239000
job_6426,149000
job_6427,128000
job_6428,81500
job_6429,185000
job_6430,122000
job_6431,202800
job_6432,104300
job_6433,181500
job_6434,127000
job_6435,186000
job_6436,138000
job_6437,185000
job_6438,122000
job_6439,196000
job_6440,142600
job_6441,205000
job_6442,150000
job_6443,140000
job_6444,112000
job_6445,139000
job_6446,85700
job_6447,36483
job_6448,36000
job_6449,130000
job_6450,91270
job_6451,226600
job_6452,140100
job_6453,225000
job_6454,156400
job_6455,222200
job_6456,136000
job_6457,180000
job_6458,165000
job_6459,247000
job_6460,118440
job_6461,145000
job_6462,130000
job_6463,204500
job_6464,138900
job_6465,297300
job_6466,198200
job_6467,172200
job_6468,131200
job_6469,110736
job_6470,86128
job_6471,204500
job_6472,138900
job_6473,87500
job_6474,62500
job_6475,244000
job_6476,157000
job_6477,157550
job_6478,104650
job_6479,136000
job_6480,90600
job_6481,49216
job_6482,43064
job_6483,160000
job_6484,91773
job_6485,120350
job_6486,74400
job_6487,281000
job_6488,181000
job_6489,280600
job_6490,158600
job_6491,315300
job_6492,210200
job_6493,177000
job_6494,110000
job_6495,185000
job_6496,79600
job_6497,65000
job_6498,55000
job_6499,250000
job_6500,160000
job_6501,183200
job_6502,122200
job_6503,100000
job_6504,75000
job_6505,185000
job_6506,145000
job_6507,150000
job_6508,131000
job_6509,101000
job_6510,170000
job_6511,130000
job_6512,171050
job_6513,124400
job_6514,135000
job_6515,110000
job_6516,187000
job_6517,128000
job_6518,177000
job_6519,110000
job_6520,138000
job_6521,92000
job_6522,200000
job_6523,160000
job_6524,138000
job_6525,92000
job_6526,140000
job_6527,120000
job_6528,241300
job_6529,124100
job_6530,185000
job_6531,152000
job_6532,138000
job_6533,92000
job_6534,288000
job_6535,160000
job_6536,93918
job_6537,51962
job_6538,107968
job_6539,90599
job_6540,189750
job_6541,145000
job_6542,225500
job_6543,139400
job_6544,130000
job_6545,95000
job_6546,359170
job_6547,310270
job_6548,252000
job_6549,140000
job_6550,82254
job_6551,61699
job_6552,247500
job_6553,172200
job_6554,87500
job_6555,62500
job_6556,146000
job_6557,108000
job_6558,204500
job_6559,142200
job_6560,138000
job_6561,92000
job_6562,273000
job_6563,166500
job_6564,65000
job_6565,45000
job_6566,180000
job_6567,150000
job_6568,174000
job_6569,139000
job_6570,212800
job_6571,124100
job_6572,247500
job_6573,172200
job_6574,189750
job_6575,119213
job_6576,190000
job_6577,140000
job_6578,228830
job_6579,148590
job_6580,140000
job_6581,180514
job_6582,108308
job_6583,220000
job_6584,170000
job_6585,169000
job_6586,110600
job_6587,180514
job_6588,108308
job_6589,247300
job_6590,139700
job_6591,77737
job_6592,64311
job_6593,205500
job_6594,132500
job_6595,75000
job_6596,65000
job_6597,121000
job_6598,78000
job_6599,160000
job_6600,145000
job_6601,75577
job_6602,62433
job_6603,238000
job_6604,156000
job_6605,204500
job_6606,138900
job_6607,204500
job_6608,142200
job_6609,160000
job_6610,120000
job_6611,254000
job_6612,200000
job_6613,228000
job_6614,136000
job_6615,233300
job_6616,155500
job_6617,64781
job_6618,94000
job_6619,81900
job_6620,190000
job_6621,140000
job_6622,199000
job_6623,162000
job_6624,92280
job_6625,67672
job_6626,208000
job_6627,109500
job_6628,240000
job_6629,238530
job_6630,95000
job_6631,82000
job_6632,80000
job_6633,70000
job_6634,155000
job_6635,130000
job_6636,169000
job_6637,110600
job_6638,190000
job_6639,150000
job_6640,154700
job_6641,118900
job_6642,232960
job_6643,166400
job_6644,156000
job_6645,105000
job_6646,193000
job_6647,143000
job_6648,190000
job_6649,140000
job_6650,138860
job_6651,119610
job_6652,205485
job_6653,156560
job_6654,230000
job_6655,175000
job_6656,210600
job_6657,135000
job_6658,265000
job_6659,153000
job_6660,260000
job_6661,170000
job_6662,105000
job_6663,65000
job_6664,157550
job_6665,104650
job_6666,225000
job_6667,156400
job_6668,150000
job_6669,125000
job_6670,135000
job_6671,100000
job_6672,100000
job_6673,59000
job_6674,70132
job_6675,51676
job_6676,92280
job_6677,79976
job_6678,64781
job_6679,225000
job_6680,156400
job_6681,144100
job_6682,89100
job_6683,185900
job_6684,129300
job_6685,177000
job_6686,110000
job_6687,140000
job_6688,100000
job_6689,145000
job_6690,115000
job_6691,193600
job_6692,119700
job_6693,94000
job_6694,81900
job_6695,164000
job_6696,130000
job_6697,190000
job_6698,140000
job_6699,131721
job_6700,323300
job_6701,184700
job_6702,180000
job_6703,120000
job_6704,93918
job_6705,51962
job_6706,150000
job_6707,130000
job_6708,242000
job_6709,134000
job_6710,104000
job_6711,86000
job_6712,258800
job_6713,199200
job_6714,201000
job_6715,122000
job_6716,110000
job_6717,90000
job_6718,141100
job_6719,94100
job_6720,210000
job_6721,165000
job_6722,185900
job_6723,129300
job_6724,140000
job_6725,126000
job_6726,170000
job_6727,130000
job_6728,104584
job_6729,92280
job_6730,208500
job_6731,165000
job_6732,77737
job_6733,86374
job_6734,169000
job_6735,110600
job_6736,185900
job_6737,129300
job_6738,225000
job_6739,156400
job_6740,309000
job_6741,142000
job_6742,225000
job_6743,156400
job_6744,204500
job_6745,138900
job_6746,185900
job_6747,129300
job_6748,323300
job_6749,184700
job_6750,247500
job_6751,172200
job_6752,204500
job_6753,142200
job_6754,24322
job_6755,135000
job_6756,110000
job_6757,180514
job_6758,108308
job_6759,118800
job_6760,75000
job_6761,145000
job_6762,130000
job_6763,180514
job_6764,108308
job_6765,193600
job_6766,119700
job_6767,130800
job_6768,87200
job_6769,215000
job_6770,150000
job_6771,247500
job_6772,172200
job_6773,61520
job_6774,49216
job_6775,204500
job_6776,142200
job_6777,169000
job_6778,110600
job_6779,204500
job_6780,142200
job_6781,238000
job_6782,173000
job_6783,225000
job_6784,156400
job_6785,204500
job_6786,142200
job_6787,225000
job_6788,156400
job_6789,185900
job_6790,129300
job_6791,205785
job_6792,123471
job_6793,299500
job_6794,245100
job_6795,153600
job_6796,106800
job_6797,40000
job_6798,71259
job_6799,125000
job_6800,90000
job_6801,290000
job_6802,226000
job_6803,222200
job_6804,136000
job_6805,161000
job_6806,151000
job_6807,53120
job_6808,38868
job_6809,136994
job_6810,101570
job_6811,214500
job_6812,150000
job_6813,150000
job_6814,120000
job_6815,278300
job_6816,205700
job_6817,185900
job_6818,167310
job_6819,114000
job_6820,100000
job_6821,260000
job_6822,136000
job_6823,162000
job_6824,111000
job_6825,225500
job_6826,139400
job_6827,225000
job_6828,156400
job_6829,177000
job_6830,110000
job_6831,120350
job_6832,74400
job_6833,194000
job_6834,161000
job_6835,32390
job_6836,184950
job_6837,119250
job_6838,178500
job_6839,136000
job_6840,189000
job_6841,159090
job_6842,91000
job_6843,82000
job_6844,149076
job_6845,82365
job_6846,192000
job_6847,164000
job_6848,175000
job_6849,125000
job_6850,194595
job_6851,158000
job_6852,240500
job_6853,123700
job_6854,212800
job_6855,111600
job_6856,257400
job_6857,193500
job_6858,305000
job_6859,245000
job_6860,205485
job_6861,156560
job_6862,168000
job_6863,78400
job_6864,260000
job_6865,175000
job_6866,130002
job_6867,71908
job_6868,212000
job_6869,132000
job_6870,177000
job_6871,110000
job_6872,164000
job_6873,130000
job_6874,185900
job_6875,129300
job_6876,248100
job_6877,145900
job_6878,148000
job_6879,92000
job_6880,248100
job_6881,145900
job_6882,155000
job_6883,38000
job_6884,218000
job_6885,115000
job_6886,104000
job_6887,86000
job_6888,235400
job_6889,108320
job_6890,95000
job_6891,82000
job_6892,152375
job_6893,94000
job_6894,115934
job_6895,81666
job_6896,110000
job_6897,79000
job_6898,273400
job_6899,182200
job_6900,160000
job_6901,112000
job_6902,285000
job_6903,154000
job_6904,220000
job_6905,170000
job_6906,174500
job_6907,113000
job_6908,225000
job_6909,125000
job_6910,200000
job_6911,180000
job_6912,250000
job_6913,125000
job_6914,110000
job_6915,90000
job_6916,275000
job_6917,200000
job_6918,275000
job_6919,200000
job_6920,258800
job_6921,199200
job_6922,177000
job_6923,136000
job_6924,110000
job_6925,80000
job_6926,115000
job_6927,75000
job_6928,138860
job_6929,122720
job_6930,140000
job_6931,126000
job_6932,231500
job_6933,118000
job_6934,299500
job_6935,249600
job_6936,185000
job_6937,79600
job_6938,15680
job_6939,193600
job_6940,119700
job_6941,240500
job_6942,123700
job_6943,120000
job_6944,110000
job_6945,100000
job_6946,75000
job_6947,297000
job_6948,138000
job_6949,135000
job_6950,105000
job_6951,267100
job_6952,167200
job_6953,202000
job_6954,140000
job_6955,174350
job_6956,126800
job_6957,258800
job_6958,199200
job_6959,188500
job_6960,117000
job_6961,150931
job_6962,143250
job_6963,330000
job_6964,204000
job_6965,247500
job_6966,172200
job_6967,200000
job_6968,160000
job_6969,205600
job_6970,105700
job_6971,324000
job_6972,159000
job_6973,231000
job_6974,157250
job_6975,240000
job_6976,157250
job_6977,232000
job_6978,108000
job_6979,145000
job_6980,130000
job_6981,277300
job_6982,213300
job_6983,180000
job_6984,135000
job_6985,209000
job_6986,135000
job_6987,260000
job_6988,136000
job_6989,209000
job_6990,135000
job_6991,184250
job_6992,167500
job_6993,95000
job_6994,85000
job_6995,230000
job_6996,175000
job_6997,110736
job_6998,92280
job_6999,154440
job_7000,68550
job_7001,90000
job_7002,60000
job_7003,226600
job_7004,140100
job_7005,169000
job_7006,110600
job_7007,171050
job_7008,124400
job_7009,225500
job_7010,139400
job_7011,226600
job_7012,140100
job_7013,162000
job_7014,111000
job_7015,49216
job_7016,41833
job_7017,136000
job_7018,104000
job_7019,80000
job_7020,52500
job_7021,150000
job_7022,115000
job_7023,253000
job_7024,156400
job_7025,300000
job_7026,235000
job_7027,223100
job_7028,114700
job_7029,172800
job_7030,110000
job_7031,95000
job_7032,70000
job_7033,180000
job_7034,120000
job_7035,152375
job_7036,94000
job_7037,183000
job_7038,125000
job_7039,185900
job_7040,129300
job_7041,120350
job_7042,74400
job_7043,134000
job_7044,120000
job_7045,57007
job_7046,44051
job_7047,258750
job_7048,172500
job_7049,254000
job_7050,200000
job_7051,153600
job_7052,106800
job_7053,230000
job_7054,196000
job_7055,185900
job_7056,129300
job_7057,128000
job_7058,81500
job_7059,220000
job_7060,150000
job_7061,226600
job_7062,140100
job_7063,248100
job_7064,145900
job_7065,155000
job_7066,109528
job_7067,287500
job_7068,207500
job_7069,248100
job_7070,145900
job_7071,134200
job_7072,103200
job_7073,240500
job_7074,123700
job_7075,192000
job_7076,164000
job_7077,269500
job_7078,166600
job_7079,160000
job_7080,93919
job_7081,51962
job_7082,93919
job_7083,51962
job_7084,180000
job_7085,115000
job_7086,186600
job_7087,119800
job_7088,160000
job_7089,75000
job_7090,200000
job_7091,115000
job_7092,280000
job_7093,200000
job_7094,260000
job_7095,136000
job_7096,383910
job_7097,315850
job_7098,235000
job_7099,204000
job_7100,254000
job_7101,200000
job_7102,198000
job_7103,132000
job_7104,141600
job_7105,94400
job_7106,135000
job_7107,108000
job_7108,209450
job_7109,167560
job_7110,122000
job_7111,94000
job_7112,80000
job_7113,52500
job_7114,238000
job_7115,149500
job_7116,258000
job_7117,202000
job_7118,186600
job_7119,116500
job_7120,220000
job_7121,160000
job_7122,222200
job_7123,136000
job_7124,228000
job_7125,136000
job_7126,61520
job_7127,43064
job_7128,175000
job_7129,145000
job_7130,195000
job_7131,140000
job_7132,180000
job_7133,165000
job_7134,220000
job_7135,190000
job_7136,113366
job_7137,118539
job_7138,86128
job_7139,167500
job_7140,106500
job_7141,146000
job_7142,97400
job_7143,278700
job_7144,159300
job_7145,226600
job_7146,140100
job_7147,323300
job_7148,184700
job_7149,135000
job_7150,108000
job_7151,40747
job_7152,170000
job_7153,120000
job_7154,166364
job_7155,116455
job_7156,145000
job_7157,125000
job_7158,184950
job_7159,119250
job_7160,95000
job_7161,76000
job_7162,80000
job_7163,52500
job_7164,160000
job_7165,131000
job_7166,168000
job_7167,130000
job_7168,250000
job_7169,140000
job_7170,145000
job_7171,115000
job_7172,222000
job_7173,166500
job_7174,205600
job_7175,105700
job_7176,136000
job_7177,104000
job_7178,138000
job_7179,67000
job_7180,211200
job_7181,176000
job_7182,230000
job_7183,135000
job_7184,80000
job_7185,60000
job_7186,200000
job_7187,180000
job_7188,18381
job_7189,155000
job_7190,139500
job_7191,128000
job_7192,81500
job_7193,200000
job_7194,120000
job_7195,126500
job_7196,78000
job_7197,157750
job_7198,104650
job_7199,176000
job_7200,133000
job_7201,120000
job_7202,100000
job_7203,70000
job_7204,40000
job_7205,190000
job_7206,158080
job_7207,182000
job_7208,150000
job_7209,171250
job_7210,113750
job_7211,252000
job_7212,129000
job_7213,231000
job_7214,200800
job_7215,250800
job_7216,167200
job_7217,250800
job_7218,167200
job_7219,159100
job_7220,120160
job_7221,140000
job_7222,110000
job_7223,165000
job_7224,149094
job_7225,290000
job_7226,247500
job_7227,172200
job_7228,175000
job_7229,130000
job_7230,225000
job_7231,156400
job_7232,260000
job_7233,136000
job_7234,85000
job_7235,72250
job_7236,162500
job_7237,130000
job_7238,145000
job_7239,130000
job_7240,205600
job_7241,105700
job_7242,23753
job_7243,83000
job_7244,63967
job_7245,188600
job_7246,111550
job_7247,219300
job_7248,143000
job_7249,232200
job_7250,133300
job_7251,130000
job_7252,80000
job_7253,204060
job_7254,140358
job_7255,198900
job_7256,183310
job_7257,43064
job_7258,43064
job_7259,204500
job_7260,142200
job_7261,392000
job_7262,224000
job_7263,233000
job_7264,199098
job_7265,172000
job_7266,107000
job_7267,93919
job_7268,51962
job_7269,220000
job_7270,150000
job_7271,128000
job_7272,81500
job_7273,200000
job_7274,150000
job_7275,208450
job_7276,151600
job_7277,208450
job_7278,151600
job_7279,240960
job_7280,200800
job_7281,120681
job_7282,72409
job_7283,192000
job_7284,164000
job_7285,80000
job_7286,52500
job_7287,250000
job_7288,176000
job_7289,250000
job_7290,170000
job_7291,250000
job_7292,200000
job_7293,136000
job_7294,104000
job_7295,230000
job_7296,175000
job_7297,38290
job_7298,215936
job_7299,167500
job_7300,106500
job_7301,330000
job_7302,204000
job_7303,226600
job_7304,140100
job_7305,359170
job_7306,310270
job_7307,359170
job_7308,295490
job_7309,178560
job_7310,148800
job_7311,278700
job_7312,159300
job_7313,331640
job_7314,283780
job_7315,167954
job_7316,115830
job_7317,150000
job_7318,125000
job_7319,331640
job_7320,267720
job_7321,185000
job_7322,50000
job_7323,331640
job_7324,283780
job_7325,189110
job_7326,139000
job_7327,199000
job_7328,145000
job_7329,199000
job_7330,142000
job_7331,230000
job_7332,170000
job_7333,331640
job_7334,283780
job_7335,66000
job_7336,52000
job_7337,110400
job_7338,68000
job_7339,323300
job_7340,184700
job_7341,202000
job_7342,140000
job_7343,235000
job_7344,200000
job_7345,359170
job_7346,295490
job_7347,316000
job_7348,202000
job_7349,178560
job_7350,148800
job_7351,170000
job_7352,120000
job_7353,200000
job_7354,226600
job_7355,140100
job_7356,166500
job_7357,113220
job_7358,247500
job_7359,172200
job_7360,365630
job_7361,315850
job_7362,185000
job_7363,79600
job_7364,260000
job_7365,136000
job_7366,287500
job_7367,207500
job_7368,229000
job_7369,131000
job_7370,105000
job_7371,70000
job_7372,185000
job_7373,86700
job_7374,180000
job_7375,150000
job_7376,145000
job_7377,115000
job_7378,192300
job_7379,153800
job_7380,222200
job_7381,136000
job_7382,67419
job_7383,150000
job_7384,90000
job_7385,155000
job_7386,139500
job_7387,131650
job_7388,105320
job_7389,222200
job_7390,136000
job_7391,204500
job_7392,126400
job_7393,309400
job_7394,159100
job_7395,235400
job_7396,160080
job_7397,146190
job_7398,119610
job_7399,190000
job_7400,175000
job_7401,299500
job_7402,245100
job_7403,228856
job_7404,144540
job_7405,210000
job_7406,151800
job_7407,331640
job_7408,267720
job_7409,150000
job_7410,100000
job_7411,126500
job_7412,78000
job_7413,48585
job_7414,38868
job_7415,126500
job_7416,78000
job_7417,167500
job_7418,106500
job_7419,105000
job_7420,70000
job_7421,300000
job_7422,200000
job_7423,96000
job_7424,72000
job_7425,323300
job_7426,184700
job_7427,205150
job_7428,167850
job_7429,267100
job_7430,167200
job_7431,247500
job_7432,172200
job_7433,130000
job_7434,110000
job_7435,253000
job_7436,156400
job_7437,222200
job_7438,136000
job_7439,278700
job_7440,159300
job_7441,222750
job_7442,182250
job_7443,104024
job_7444,50745
job_7445,215000
job_7446,185000
job_7447,296400
job_7448,148594
job_7449,206000
job_7450,140250
job_7451,254500
job_7452,130900
job_7453,198000
job_7454,124000
job_7455,145000
job_7456,130000
job_7457,234485
job_7458,112655
job_7459,296400
job_7460,148594
job_7461,222200
job_7462,136000
job_7463,200000
job_7464,150000
job_7465,125000
job_7466,105000
job_7467,86128
job_7468,51676
job_7469,70179
job_7470,64781
job_7471,258000
job_7472,190000
job_7473,184184
job_7474,167441
job_7475,74087
job_7476,32390
job_7477,204500
job_7478,130000
job_7479,90000
job_7480,84000
job_7481,136000
job_7482,104000
job_7483,202400
job_7484,147200
job_7485,80000
job_7486,52500
job_7487,128000
job_7488,81500
job_7489,105000
job_7490,75000
job_7491,95000
job_7492,75000
job_7493,167500
job_7494,106500
job_7495,139500
job_7496,90000
job_7497,269500
job_7498,166600
job_7499,330000
job_7500,204000
job_7501,252000
job_7502,129000
job_7503,180000
job_7504,165000
job_7505,192000
job_7506,142000
job_7507,143000
job_7508,129000
job_7509,191000
job_7510,146000
job_7511,85000
job_7512,70000
job_7513,155000
job_7514,139500
job_7515,147648
job_7516,98432
job_7517,138860
job_7518,122720
job_7519,212800
job_7520,144800
job_7521,250000
job_7522,100000
job_7523,209450
job_7524,167560
job_7525,16000
job_7526,27000
job_7527,72000
job_7528,172900
job_7529,144100
job_7530,230000
job_7531,175000
job_7532,160000
job_7533,135000
job_7534,150000
job_7535,110000
job_7536,101500
job_7537,83700
job_7538,310270
job_7539,253430
job_7540,202800
job_7541,104300
job_7542,110000
job_7543,70000
job_7544,283000
job_7545,184000
job_7546,166500
job_7547,113220
job_7548,220000
job_7549,185000
job_7550,260000
job_7551,225000
job_7552,246500
job_7553,133500
job_7554,331640
job_7555,283780
job_7556,331640
job_7557,283780
job_7558,174000
job_7559,134000
job_7560,359170
job_7561,310270
job_7562,331640
job_7563,283780
job_7564,359170
job_7565,295490
job_7566,189110
job_7567,139000
job_7568,330000
job_7569,230000
job_7570,254000
job_7571,200000
job_7572,309400
job_7573,159100
job_7574,331640
job_7575,267720
job_7576,283780
job_7577,218540
job_7578,123040
job_7579,73824
job_7580,167000
job_7581,109000
job_7582,208000
job_7583,193000
job_7584,359170
job_7585,295490
job_7586,115000
job_7587,216000
job_7588,184000
job_7589,200000
job_7590,145000
job_7591,250000
job_7592,166600
job_7593,284000
job_7594,227000
job_7595,205000
job_7596,160000
job_7597,191400
job_7598,127600
job_7599,222200
job_7600,136000
job_7601,191400
job_7602,127600
job_7603,230000
job_7604,175000
job_7605,139600
job_7606,85700
job_7607,38915
job_7608,95000
job_7609,70000
job_7610,258000
job_7611,171000
job_7612,204500
job_7613,126400
job_7614,87000
job_7615,73000
job_7616,20000
job_7617,110736
job_7618,55368
job_7619,232960
job_7620,151840
job_7621,163152
job_7622,108768
job_7623,370000
job_7624,245000
job_7625,285000
job_7626,193900
job_7627,240000
job_7628,163200
job_7629,222000
job_7630,166500
job_7631,240000
job_7632,163200
job_7633,345000
job_7634,234700
job_7635,100000
job_7636,40000
job_7637,226600
job_7638,140100
job_7639,241000
job_7640,155000
job_7641,210000
job_7642,90000
job_7643,59382
job_7644,90000
job_7645,84000
job_7646,160000
job_7647,140000
job_7648,221300
job_7649,147500
job_7650,204500
job_7651,130000
job_7652,210000
job_7653,160000
job_7654,204500
job_7655,142200
job_7656,186600
job_7657,119800
job_7658,192000
job_7659,151000
job_7660,185000
job_7661,79600
job_7662,169000
job_7663,129300
job_7664,204500
job_7665,142200
job_7666,250000
job_7667,130000
job_7668,210000
job_7669,170000
job_7670,221300
job_7671,147500
job_7672,189750
job_7673,131100
job_7674,299500
job_7675,245100
job_7676,128000
job_7677,81500
job_7678,80000
job_7679,52500
job_7680,370000
job_7681,200000
job_7682,72000
job_7683,60000
job_7684,180000
job_7685,140000
job_7686,94000
job_7687,81900
job_7688,210000
job_7689,159090
job_7690,210000
job_7691,175000
job_7692,118000
job_7693,94400
job_7694,150000
job_7695,90000
job_7696,190000
job_7697,125000
job_7698,130002
job_7699,71908
job_7700,80000
job_7701,60000
job_7702,167500
job_7703,106500
job_7704,202800
job_7705,104300
job_7706,81838
job_7707,60000
job_7708,185900
job_7709,129300
job_7710,150000
job_7711,110000
job_7712,230000
job_7713,175000
job_7714,200000
job_7715,170000
job_7716,175000
job_7717,160000
job_7718,255000
job_7719,160000
job_7720,116990
