job_id,salary_in_usd
job_1722,49253
job_1723,165220
job_1724,120160
job_1725,124190
job_1726,90320
job_1727,181940
job_1728,132320
job_1729,220110
job_1730,160080
job_1731,180000
job_1732,120000
job_1733,126500
job_1734,106260
job_1735,116000
job_1736,99000
job_1737,155000
job_1738,120600
job_1739,130000
job_1740,90000
job_1741,170000
job_1742,150000
job_1743,102100
job_1744,84900
job_1745,136620
job_1746,99360
job_1747,110820
job_1748,98506
job_1749,146000
job_1750,123000
job_1751,49253
job_1752,43096
job_1753,130000
job_1754,110000
job_1755,170000
job_1756,135000
job_1757,161342
job_1758,137141
job_1759,167000
job_1760,123000
job_1761,73880
job_1762,61566
job_1763,211500
job_1764,138600
job_1765,192400
job_1766,90700
job_1767,130000
job_1768,61300
job_1769,130000
job_1770,61300
job_1771,160000
job_1772,113000
job_1773,150000
job_1774,95550
job_1775,167000
job_1776,115500
job_1777,112900
job_1778,90320
job_1779,112900
job_1780,90320
job_1781,165400
job_1782,132320
job_1783,243900
job_1784,156600
job_1785,136600
job_1786,109280
job_1787,128875
job_1788,93700
job_1789,224000
job_1790,167875
job_1791,175000
job_1792,135000
job_1793,209100
job_1794,154600
job_1795,180000
job_1796,160000
job_1797,205300
job_1798,140400
job_1799,176000
job_1800,144000
job_1801,200100
job_1802,160000
job_1803,70500
job_1804,54000
job_1805,205300
job_1806,140400
job_1807,205300
job_1808,184700
job_1809,175100
job_1810,140250
job_1811,116150
job_1812,99050
job_1813,145000
job_1814,130000
job_1815,112900
job_1816,90320
job_1817,85000
job_1818,75000
job_1819,214000
job_1820,192600
job_1821,266400
job_1822,213120
job_1823,155000
job_1824,115000
job_1825,141300
job_1826,102100
job_1827,115934
job_1828,81666
job_1829,206699
job_1830,99100
job_1831,130000
job_1832,110500
job_1833,61566
job_1834,43096
job_1835,80000
job_1836,60000
job_1837,192564
job_1838,144854
job_1839,230000
job_1840,150000
job_1841,150260
job_1842,109280
job_1843,170000
job_1844,150000
job_1845,160000
job_1846,130000
job_1847,67000
job_1848,52000
job_1849,154000
job_1850,126000
job_1851,129000
job_1852,99000
job_1853,210000
job_1854,140000
job_1855,210000
job_1856,140000
job_1857,210000
job_1858,140000
job_1859,100000
job_1860,69000
job_1861,210000
job_1862,140000
job_1863,150075
